"text","label"
"Subject: IRS Final Notice: Unpaid Tax Balance — Legal Action Pending

Dear Taxpayer,

Our records indicate an outstanding federal tax liability of $5,283.00 that remains unpaid despite previous notices. Failure to resolve this balance will result in:

• Federal tax lien placed on your property
• Wage garnishment initiated through your employer
• Bank account levy
• Referral to the Department of Justice for criminal tax prosecution

Resolve your balance immediately: https://irs-tax-resolution.com/pay-balance

You may also request a payment plan or Offer in Compromise through the same portal.

IRS Collections & Enforcement Division","1"
"Subject: Social Security Administration: Your Benefits Are Suspended

Dear Beneficiary,

This is an official notice from the Social Security Administration. Your Social Security benefits have been temporarily suspended due to suspicious activity associated with your Social Security Number.

Your SSN was found in connection with illegal transactions currently under federal investigation. If you do not contact us to verify your identity immediately, your SSN will be permanently suspended.

Verify your identity: https://ssa-gov-verify.com/beneficiary-check

Failure to respond within 24 hours may result in the issuance of a new SSN and the forfeiture of your accumulated benefits.

Social Security Administration
Office of Inspector General","1"
"Subject: Medicare: Your Coverage Will Lapse — Enrollment Action Required

Dear Medicare Beneficiary,

Your Medicare coverage is scheduled to lapse at the end of this month due to an administrative error in our system. To prevent a lapse in your health coverage, you must re-enroll immediately.

Re-enroll to maintain coverage: https://medicare-enrollment-secure.com/renew

If your coverage lapses, you may face a penalty period of up to 10% higher premiums when you re-enroll, and you will not have coverage for any medical expenses during the lapse period.

Centers for Medicare & Medicaid Services","1"
"Subject: Department of Treasury: Unclaimed Funds of $9,240 in Your Name

Dear Citizen,

The United States Department of Treasury has identified unclaimed federal funds of $9,240.00 held in your name. These funds originate from an overpayment of federal benefits, an uncashed government check, or a tax credit that was never applied.

To claim these funds, you must verify your identity and provide bank information for direct deposit:
https://treasury-unclaimed-funds.com/claim

All claims must be submitted within 60 days or the funds will be transferred to the state unclaimed property fund.

U.S. Department of Treasury
Bureau of the Fiscal Service","1"
"Subject: IRS: You Are Being Audited — Respond Within 30 Days

Dear Taxpayer,

The Internal Revenue Service has selected your 2023 federal tax return for a correspondence audit. Discrepancies were found between your reported income and information provided by third parties.

Items under review:
• Schedule C — Business income ($14,200 discrepancy)
• Charitable deductions claimed ($8,500)
• Home office deduction

Submit your supporting documentation: https://irs-audit-response.com/submit-docs

Failure to respond within 30 days will result in the IRS adjusting your tax return and issuing a bill for additional taxes owed, plus penalties and interest.

IRS Examination Division","1"
"Subject: FAFSA: Your Financial Aid Application Is Incomplete

Dear Student,

Your Free Application for Federal Student Aid (FAFSA) for the 2025–2026 academic year is incomplete. Missing information must be submitted before your application can be processed.

Missing items:
• Parent tax information (IRS Data Retrieval Tool not completed)
• Signature from student and parent
• Verification of household size

Complete your FAFSA: https://studentaid-fafsa-complete.com/finish-application

Incomplete applications cannot be processed and you may lose your eligibility for federal grants, work-study, and subsidized loans.

U.S. Department of Education
Federal Student Aid","1"
"Subject: Student Loan Forgiveness: You Have Been Pre-Qualified

Dear Borrower,

Based on your federal student loan history and employment records, you have been pre-qualified under the Public Service Loan Forgiveness (PSLF) program. You may be eligible to have up to $20,000 of your remaining balance forgiven.

Complete your application: https://studentaid-forgiveness-apply.com/pslf

Application deadline: This program cycle closes in 14 days. Applications received after the deadline will not be considered until the next cycle.

U.S. Department of Education
Federal Student Aid Office","1"
"Subject: Department of Labor: Unemployment Claim Requires Verification

Dear Claimant,

Your unemployment insurance claim has been placed on hold pending identity verification. We were unable to verify your identity automatically through our system.

Until verification is complete, your weekly benefits will not be disbursed.

Complete identity verification: https://dol-unemployment-verify.com/id-check

You will need to provide your driver's license number, Social Security Number, and last employer information. Verification typically takes 1–2 business days.

U.S. Department of Labor
Employment and Training Administration","1"
"Subject: U.S. Customs and Border Protection: Your Package Has Been Detained

Dear Recipient,

A package addressed to you has been detained by U.S. Customs and Border Protection at the Miami International Mail Facility. The package contains items that may be subject to import restrictions.

To claim your package and prevent confiscation:
https://cbp-package-release.com/claim

You will be required to provide proof of identity, proof of purchase, and pay any applicable import duties. Packages not claimed within 30 days will be forfeited.

U.S. Customs and Border Protection
Trade Facilitation and Cargo Security","1"
"Subject: FBI Cyber Division: Your Identity May Have Been Stolen

Dear Citizen,

The Federal Bureau of Investigation Cyber Division has identified your personal information, including your Social Security Number and financial account details, in a dark web data breach.

To protect yourself and file a report:
https://fbi-cyber-division.com/identity-theft-report

Filing a report is free and takes approximately 10 minutes. You will receive a case number that you can use to dispute fraudulent accounts opened in your name.

Federal Bureau of Investigation
Cyber Division — Identity Theft Unit","1"
"Subject: State Tax Board: Delinquent Tax Notice — Pay Within 10 Days

Dear Taxpayer,

The State Tax Board has assessed a delinquent state income tax balance of $1,847.00 for the 2023 tax year. This assessment includes unpaid taxes, penalties of $184.70 (10%), and accrued interest of $62.33.

Total amount due: $2,094.03

Pay your balance: https://state-tax-board-payment.com/pay-now

Failure to pay within 10 days will result in a state tax lien and referral to the State Attorney General's office for collection.

State Tax Board
Compliance and Collections Division","1"
"Subject: SBA: Your Small Business Loan Application Has Been Approved

Dear Business Owner,

Congratulations! Your U.S. Small Business Administration (SBA) loan application has been conditionally approved for $75,000 at a rate of 5.25% APR. This funding is available through our Economic Injury Recovery Program.

To receive your funds, complete the acceptance process:
https://sba-loan-acceptance.com/accept-funding

You will need to provide your EIN, business bank account information, and sign the loan agreement digitally. Funds will be deposited within 3 business days of acceptance.

U.S. Small Business Administration
Office of Capital Access","1"
"Subject: Social Security: New Card Required — Your Current Card Is Being Deactivated

Dear Social Security Number Holder,

The Social Security Administration is issuing new Social Security cards with enhanced security features. Your current Social Security card will be deactivated on the 15th of next month.

To receive your new card and avoid any disruption to your benefits:
https://ssa-new-card-request.com/apply

You will need to verify your identity and provide a current mailing address. Your new card will arrive within 7–10 business days.

Social Security Administration
Office of Earnings Operations","1"
"Subject: IRS: Economic Impact Payment Unclaimed — Verify to Receive Funds

Dear Citizen,

Our records indicate you have an unclaimed Economic Impact Payment of $1,400 that was issued during the COVID-19 relief program. This payment was returned undelivered and is currently being held by the IRS.

To claim your payment: https://irs-eip-claim.com/verify-eligibility

You must verify your identity and provide current direct deposit information. Unclaimed payments after 12 months are transferred to the U.S. Treasury general fund.

Internal Revenue Service
Economic Impact Payment Processing Center","1"
"Subject: DMV: Your Driver's License Will Be Suspended in 72 Hours

Dear Driver,

The Department of Motor Vehicles has records indicating your driver's license is subject to suspension in 72 hours due to unpaid traffic violations and an outstanding failure-to-appear warrant.

To prevent suspension and resolve outstanding issues:
https://dmv-license-reinstatement.com/pay-fines

Outstanding fines: $347.00
Reinstatement fee: $55.00
Total due: $402.00

DMV License Compliance Department","1"
"Subject: Census Bureau: Your Mandatory Survey Response Is Overdue

Dear Resident,

The U.S. Census Bureau has been attempting to reach you regarding your mandatory completion of the American Community Survey. Response to this survey is required by law under Title 13 of the U.S. Code.

Failure to respond may result in a fine of up to $5,000.

Complete your survey: https://census-bureau-survey.com/respond

This survey takes approximately 15 minutes to complete and covers topics including housing, employment, and household composition.

U.S. Census Bureau
American Community Survey Division","1"
"Subject: Medicaid: Your Coverage Has Been Terminated — Appeal Immediately

Dear Medicaid Recipient,

Your Medicaid coverage has been terminated following an annual eligibility redetermination. Based on information currently in our system, your household income exceeds the eligibility threshold.

If you believe this determination is incorrect, you may appeal:
https://medicaid-appeal-portal.com/file-appeal

You have 90 days from the date of this notice to file an appeal. During the appeal process, you may be eligible to continue receiving Medicaid benefits.

State Medicaid Agency
Eligibility and Enrollment Division","1"
"Subject: Jury Duty: Failure to Appear — Warrant Issued for Your Arrest

Dear Citizen,

Our records indicate you failed to appear for jury duty as required by the court summons issued on your behalf. A warrant for your arrest may be issued within 24 hours if you do not contact the court immediately.

To resolve this matter before a warrant is issued:
https://court-jury-duty-resolve.com/contact-court

You must pay a failure-to-appear fine of $250 and reschedule your jury service. Ignoring this notice may result in arrest and a contempt of court charge.

Office of the Court Clerk
Civil Division","1"
"Subject: TSA PreCheck: Your Membership Has Expired — Renew to Keep Benefits

Dear TSA PreCheck Member,

Your TSA PreCheck membership expired last month. Without an active membership, you will no longer have access to expedited security screening at over 200 U.S. airports.

Renew your membership: https://tsa-precheck-renew.com/membership

Renewal cost: $78 for 5 years
Alternative: Global Entry renewal ($100 for 5 years, includes TSA PreCheck)

Renew within 30 days to avoid a gap in your trusted traveler benefits.

Transportation Security Administration","1"
"Subject: Congratulations! You've Been Selected to Receive a $1,000 Amazon Gift Card

Dear Valued Amazon Customer,

You have been selected as one of our monthly Customer Appreciation Award winners! As a token of our gratitude for your loyalty, we are pleased to offer you a $1,000 Amazon Gift Card.

To claim your reward, complete a short 2-minute satisfaction survey:
https://amazon-rewards-claim.com/survey

Your gift card code will be delivered to your email address immediately upon survey completion. This offer expires in 48 hours.

Amazon Customer Appreciation Team","1"
"Subject: You Have Won a $500 Walmart Gift Card — Claim Before It Expires

Dear Walmart Shopper,

Your email address was randomly selected in our monthly customer drawing. You have won a $500 Walmart Gift Card!

Claim your prize here: https://walmart-prize-claim.com/gift-card

You have 72 hours to claim your prize before it is awarded to an alternate winner. No purchase necessary to claim your gift card.

Walmart Customer Rewards Program","1"
"Subject: Apple: You Are Today's Lucky Winner — Claim Your iPhone 16 Pro

Dear Apple Customer,

Apple is celebrating its anniversary by giving away 100 iPhone 16 Pro devices to randomly selected users. Your Apple ID was selected as one of today's winners!

Claim your iPhone: https://apple-giveaway-claim.com/iphone-winner

To receive your iPhone, you will only need to pay for shipping ($4.99). Your device will be dispatched within 3–5 business days.

Apple Customer Appreciation","1"
"Subject: Microsoft: You Have Won $5,000 in Our Customer Sweepstakes

Dear Microsoft User,

Your Microsoft account was randomly selected in our annual customer sweepstakes. You have won a cash prize of $5,000!

To receive your prize, verify your identity and provide payment information for prize deposit:
https://microsoft-sweepstakes.com/claim-prize

A processing fee of $25 is required to release your winnings. This fee will be deducted from your prize amount.

Microsoft Customer Appreciation","1"
"Subject: Publishers Clearing House: You Are a Prize Winner — Respond Today

Dear Prize Winner,

Publishers Clearing House is pleased to inform you that your name has appeared in our SuperPrize drawing. You have won $250,000!

To claim your prize, a Prize Validation Agent will need to verify your identity:
https://pch-prize-validation.com/claim

This is not spam. Publishers Clearing House legitimately awards prizes to winners chosen from our mailing list. Reply within 7 days or your prize may be awarded to an alternate winner.

Publishers Clearing House Prize Patrol","1"
"Subject: Google: Your Gmail Account Has Been Selected for a $750 Reward

Dear Gmail User,

Google is celebrating 20 years of Gmail by rewarding loyal users. Your Gmail account was randomly selected to receive a $750 Google Play credit.

Claim your Google Play credit: https://google-gmail-reward.com/claim

Credits will be applied to your Google account within 24 hours of claiming. Use your credit for apps, movies, books, and more on Google Play.

Google Rewards Team","1"
"Subject: Netflix: You Have Won a Free Year of Premium Membership

Dear Netflix Member,

As part of our customer loyalty program, Netflix is rewarding selected long-term members with a free year of Premium membership (valued at $239.88).

Claim your free year: https://netflix-loyalty-reward.com/claim-year

Simply verify your Netflix account and your next 12 monthly charges will be waived automatically. No credit card changes required.

Netflix Customer Appreciation","1"
"Subject: Visa: You Have an Unclaimed $250 Rewards Gift Card

Dear Visa Cardholder,

Our records show you have $250.00 in unclaimed Visa Rewards points that are about to expire. These points were earned through qualifying purchases on your Visa card.

Redeem your points for a $250 gift card:
https://visa-rewards-redeem.com/gift-card

Points expire at the end of this month. After expiration, they cannot be recovered or transferred.

Visa Rewards Program","1"
"Subject: You Have Been Chosen for an Exclusive $10,000 Cash Giveaway

Dear Recipient,

An anonymous benefactor has selected your email address through a random global drawing to receive a cash gift of $10,000. This is part of a philanthropic initiative to support ordinary people with unexpected financial assistance.

To receive your gift: https://global-cash-gift.com/claim-funds

You will need to provide your full name, mailing address, and bank account information for direct deposit. A small administrative fee of $49 is required to process your gift.

Global Philanthropic Giving Initiative","1"
"Subject: Costco: Member Appreciation — $500 Shopping Credit Waiting for You

Dear Costco Member,

As a valued Costco member, you have been selected to receive a $500 Costco shopping credit as part of our Member Appreciation Month.

Claim your shopping credit: https://costco-member-reward.com/claim

Your credit will be available on your Costco membership card within 24 hours of claiming. Valid for in-store and online purchases at Costco.com.

Costco Wholesale Member Services","1"
"Subject: Samsung: Congratulations! Your Galaxy S25 Ultra Is Ready to Ship

Dear Samsung Customer,

Samsung is giving away 500 Galaxy S25 Ultra smartphones to celebrate the launch of our new product line. Your email address was selected as a winner!

Claim your Galaxy S25 Ultra: https://samsung-giveaway.com/claim-phone

To receive your prize, please pay only the shipping and handling fee of $9.99. Your device will be shipped within 5 business days.

Samsung Electronics Customer Promotion","1"
"Subject: McDonald's Monopoly: You Have a Winning Game Piece Worth $50,000

Dear McDonald's Customer,

Congratulations! Your McDonald's Monopoly game piece has been matched as a $50,000 winner. To claim your prize, you must register your winning piece within 30 days.

Register your winning piece: https://mcdonalds-monopoly-prize.com/register

You will need your unique game piece code and a valid government-issued ID to claim your prize. Winners are contacted for prize fulfillment within 21 days of registration.

McDonald's Monopoly Prize Fulfillment Center","1"
"Subject: Coca-Cola: You've Been Chosen as a Coke Rewards Winner

Dear Valued Customer,

Your Coca-Cola Rewards account has been randomly selected as a top prize winner in our annual sweepstakes. You have won $2,500 in cash!

Claim your prize: https://coca-cola-rewards-prize.com/winner

To receive your cash prize, verify your identity and provide your preferred payment method. Processing takes 3–5 business days.

Coca-Cola Rewards Customer Service","1"
"Subject: Best Buy: You Have $350 in Reward Certificates Expiring Today

Dear Best Buy Rewards Member,

Our records show you have $350.00 in Best Buy Reward Certificates that are set to expire tonight at midnight. These rewards were earned through qualifying purchases.

Redeem your rewards: https://bestbuy-rewards-redeem.com/certificates

Your reward certificates can be applied to any in-store or online Best Buy purchase. Act now before they expire!

Best Buy Rewards Center","1"
"Subject: International Lottery Commission: You Have Won €850,000

Dear Winner,

We are pleased to inform you that your email address was selected in the European International Lottery Commission's annual draw. You have won the sum of €850,000 (approximately $920,000 USD).

To claim your winnings: https://intl-lottery-claim.com/winner-verification

You will be required to pay a processing and transfer fee of €250 before the winnings can be released. This fee will be deducted from your prize if you prefer.

European International Lottery Commission
Prize Notification Department","1"
"Subject: Target Circle: You Have an Exclusive $200 Reward Waiting

Dear Target Circle Member,

As one of our most valued Target Circle members, you have been selected to receive an exclusive $200 Target reward. This is our way of thanking you for your continued loyalty.

Claim your $200 reward: https://target-circle-reward.com/claim

Your reward will be applied to your Target Circle account within 48 hours. Valid for use on any Target purchase in-store or online.

Target Circle Rewards","1"
"Subject: PayPal: You Have Unclaimed Cashback Rewards of $178.50

Dear PayPal Customer,

Our records show you have $178.50 in unclaimed PayPal Cashback Rewards. These rewards were earned from qualifying purchases and are set to expire at the end of this month.

Claim your cashback: https://paypal-cashback-claim.com/rewards

Once claimed, the funds will be available in your PayPal balance within 24 hours and can be used for purchases or transferred to your bank account.

PayPal Rewards Center","1"
"Subject: Airbnb: You've Won a $1,500 Travel Credit — Claim Today

Dear Airbnb Member,

Your Airbnb account was selected in our Customer Appreciation drawing. You have won $1,500 in Airbnb Travel Credit!

Claim your travel credit: https://airbnb-travel-credit.com/claim

Your credit will be applied to your account within 24 hours and can be used toward any Airbnb booking worldwide. Valid for 12 months from date of credit.

Airbnb Customer Experience Team","1"
"Subject: Survey Reward: Complete Our Survey and Receive $250

Dear Valued Participant,

You have been personally selected to participate in an exclusive consumer feedback survey. In appreciation of your time, you will receive a $250 Prepaid Mastercard upon completion.

Begin your survey: https://consumer-survey-reward.com/start

This survey takes approximately 8 minutes to complete. Your prepaid card will be mailed to your address within 10 business days of survey completion.

Consumer Research Institute","1"
"Subject: Starbucks: You've Won Free Coffee for a Year

Dear Starbucks Rewards Member,

Your Starbucks Rewards account has been selected for our annual Grand Prize drawing. You have won free grande beverages for an entire year — a $1,800 value!

Claim your prize: https://starbucks-prize-claim.com/free-year

To activate your prize, verify your Starbucks Rewards account. One free grande beverage will be loaded to your account each day for 365 days.

Starbucks Rewards Customer Service","1"
"Subject: HR: Open Enrollment Closes Tomorrow — Immediate Action Required

Dear Team Member,

This is your final reminder that the annual benefits open enrollment period closes tomorrow at 11:59 PM. Employees who do not complete enrollment will be automatically placed in the default plan, which may result in higher premiums and reduced coverage.

Log in to the benefits portal now: https://hr-benefits-enrollment.com/login

Changes you can make during open enrollment:
• Health, dental, and vision plans
• Flexible Spending Account contributions
• Life insurance coverage
• 401(k) contribution rate

HR Benefits Administration","1"
"Subject: Payroll: Your W-2 Form Is Now Available — Download Required

Dear Employee,

Your 2024 W-2 Wage and Tax Statement is now available in the employee payroll portal. You must download and save your W-2 before February 28 as it will only be accessible through the portal for a limited time.

Access your W-2: https://payroll-portal-w2.com/download

You will need your employee ID and last 4 digits of your Social Security Number to log in. If you have forgotten your credentials, use the password reset link on the login page.

Payroll Department","1"
"Subject: HR: Update Your Direct Deposit Information — New Banking System

Dear Employee,

Our company is migrating to a new payroll banking system on the 1st of next month. All employees must update their direct deposit information in the new system before the migration date.

Employees who do not update their information will have their paychecks held until the information is provided.

Update your direct deposit: https://payroll-direct-deposit-update.com/employee-portal

You will need your bank's routing number and your account number.

Payroll and Benefits Team","1"
"Subject: HR: Your Annual Performance Review Is Due — Complete by Friday

Dear Employee,

Your annual performance self-assessment is due this Friday at 5:00 PM. Completing the self-assessment is a mandatory part of our performance review process.

Employees who do not complete their self-assessment by the deadline will not be eligible for merit-based salary increases in the upcoming cycle.

Complete your self-assessment: https://hr-performance-review.com/self-assessment

Log in with your company email and network password. The assessment takes approximately 20 minutes to complete.

Human Resources Department","1"
"Subject: ADP: Action Required — Employee Portal Account Needs Verification

Dear Employee,

ADP, our payroll provider, is implementing enhanced security measures across all employee accounts. You must verify your account by the end of this week or your access to pay stubs, tax forms, and benefits information will be suspended.

Verify your ADP account: https://adp-employee-verify.com/secure

You will need to verify your employee ID and create a new security question. This process takes less than 3 minutes.

ADP Workforce Now Security","1"
"Subject: Payroll Alert: Discrepancy Found in Your Last Paycheck

Dear Employee,

Our payroll team has identified a discrepancy in your most recent paycheck. You may have been underpaid or overpaid due to a system error during our recent payroll software migration.

To review the discrepancy and authorize a correction:
https://payroll-discrepancy-review.com/employee-check

If you were underpaid, the correction will be included in your next paycheck. If you were overpaid, you may be asked to authorize a payroll deduction to recover the overpayment.

Payroll Operations","1"
"Subject: HR: Mandatory COVID-19 Policy Update — Acknowledge by Monday

Dear Employee,

Our company has updated its COVID-19 workplace policies to comply with the latest CDC and OSHA guidelines. All employees are required to read and acknowledge the updated policy by Monday.

Employees who do not acknowledge the policy by the deadline may be placed on administrative leave pending compliance review.

Read and acknowledge the policy: https://hr-policy-acknowledge.com/covid-update

Human Resources Compliance","1"
"Subject: HR: Your Background Check Has Been Initiated — Action Required

Dear New Hire,

As part of our pre-employment process, a background check has been initiated through our provider, Checkr. You must complete the authorization form within 48 hours for the background check to proceed.

Delays in completing the authorization may postpone your start date.

Complete your background check authorization: https://checkr-authorization.com/new-hire

You will need to provide your Social Security Number, driver's license, and employment history for the past 7 years.

HR Onboarding Team","1"
"Subject: Workday: Your Employee Profile Is Incomplete — Update Required

Dear Employee,

Your Workday employee profile is missing required information. Incomplete profiles may affect your access to benefits, payroll, and HR services.

Missing information:
• Emergency contact details
• Tax withholding preferences (W-4)
• Beneficiary designations for life insurance

Update your profile: https://workday-employee-profile.com/update

Human Resources Information Systems","1"
"Subject: HR: Confidential — Your New Offer Letter Is Ready to Sign

Dear Employee,

Your updated employment offer letter reflecting your new title and compensation is ready for your electronic signature. Please review and sign at your earliest convenience.

Sign your offer letter: https://hr-offer-letter.com/sign?id=EMP-2025-0847

This offer letter is confidential. Please do not share the contents with colleagues. The offer letter must be signed within 5 business days to be valid.

Human Resources","1"
"Subject: IT: Your Corporate Email Password Must Be Changed Immediately

Dear Employee,

Our IT security team has detected that your corporate email account password was included in a recent credential leak affecting a third-party service. To protect company data, you must reset your corporate email password immediately.

Reset your password: https://corporate-email-reset.com/employee-portal

After resetting, you will also need to re-authenticate your mobile email client. Instructions are available on the IT intranet.

IT Security Team","1"
"Subject: HR: Open Position — Internal Candidate Priority Application

Dear Employee,

An internal job opening has been posted that matches your skills and experience. As an internal candidate, you have priority consideration for this role before it is opened to external applicants.

Role: Senior Manager, Operations
Compensation: $95,000 – $115,000
Location: Remote eligible

Apply now (internal priority window closes Friday):
https://hr-internal-jobs.com/apply-now

Human Resources Talent Acquisition","1"
"Subject: Benefits: Your FSA Balance Will Be Forfeited — Spend by Year End

Dear Employee,

Your Flexible Spending Account (FSA) balance of $847.50 will be forfeited if not spent by December 31. Under IRS regulations, unspent FSA funds cannot be carried over to the following year.

Eligible expenses you can use your FSA for:
• Prescription copays and deductibles
• Dental and vision expenses
• Over-the-counter medications
• Medical equipment

Check your balance and submit claims: https://fsa-benefits-portal.com/submit-claims

HR Benefits Administration","1"
"Subject: Expense Reimbursement: Your Claim Requires Additional Documentation

Dear Employee,

Your recent expense reimbursement claim (#EXP-2025-00847) has been placed on hold. Our accounting team requires additional documentation before the reimbursement can be processed.

Missing documentation:
• Original receipt for hotel expenses ($347.00)
• Manager approval for out-of-policy meal expenses

Submit your documentation: https://expense-reimbursement-portal.com/submit-docs

Reimbursement will be processed within 3 business days of receiving complete documentation.

Finance & Expense Management","1"
"Subject: 401(k): You Have Unclaimed Employer Match — Take Action Now

Dear Employee,

Our records show you are not currently contributing enough to your 401(k) to receive the full employer match. You are leaving free money on the table.

Current employer match: 4% of salary
Your current contribution: 1%
Uncaptured match: 3% (approximately $2,100/year based on your salary)

Increase your 401(k) contribution: https://401k-benefits-portal.com/update-contribution

This change can be made at any time and will take effect in the next payroll cycle.

HR Benefits & Retirement Planning","1"
"Subject: Payroll: Your Tax Withholding May Be Incorrect — Review Required

Dear Employee,

Based on recent changes to IRS withholding tables, your current W-4 tax withholding may result in a significant tax bill at the end of the year. We recommend reviewing and updating your withholding.

Update your W-4: https://payroll-w4-update.com/employee

Employees who need assistance calculating the correct withholding can use the IRS Withholding Estimator linked on the update page.

Payroll Tax Compliance","1"
"Subject: HR: Mandatory Ethics and Compliance Training — Complete by End of Month

Dear Employee,

All employees are required to complete the annual Ethics and Compliance training by the end of this month. This training is mandatory and a condition of your continued employment.

Employees who do not complete the training by the deadline will be placed on a compliance hold, which may affect performance review scores and bonus eligibility.

Access training: https://compliance-training-portal.com/login

The training consists of 4 modules and takes approximately 45 minutes to complete.

Legal and Compliance Department","1"
"Subject: BambooHR: Your Profile Information Needs to Be Updated

Dear Employee,

BambooHR, our HR management system, shows that your employee profile has not been updated in over 12 months. Outdated information may cause issues with payroll, benefits, and emergency contact notifications.

Update your BambooHR profile: https://bamboohr-profile-update.com/employee

Please review and update:
• Home address
• Emergency contacts
• Withholding elections
• Direct deposit information

HR Information Systems","1"
"Subject: HR: Your Employment Verification Letter Is Ready for Download

Dear Employee,

Your employment verification letter has been prepared and is available for download from the HR portal. This letter confirms your employment status, title, and compensation for purposes of rental, loan, or visa applications.

Download your verification letter: https://hr-employment-verification.com/download

This letter is valid for 30 days from the date of issue. If you need a letter with specific information or in a different format, please submit a request through the HR portal.

Human Resources","1"
"Subject: HR: All Employees Must Complete Updated I-9 Verification

Dear Employee,

Due to updates to USCIS Form I-9 employment eligibility verification requirements, all employees must complete an updated I-9 verification. This is required by federal law and must be completed within 3 days.

Employees who do not complete the updated I-9 will have their payroll suspended until compliance is achieved.

Complete your I-9: https://i9-employment-verify.com/employee-portal

You will need to present two forms of acceptable identification. A complete list of acceptable documents is available on the portal.

HR Compliance & Employment Law","1"
"Subject: Urgent: Your Health Insurance Coverage Will Lapse in 3 Days

Dear Policyholder,

Our records show that your monthly health insurance premium of $287.00 has not been received for this billing cycle. Your coverage is at risk of lapsing in 3 days.

If your coverage lapses:
• You will have no coverage for doctor visits, hospital stays, or prescriptions
• You may face a penalty period before coverage can be reinstated
• Pre-existing conditions may not be covered when you re-enroll

Pay your premium now: https://health-insurance-pay.com/premium-payment

Blue Shield Health Insurance Member Services","1"
"Subject: Aetna: Your Claim Has Been Denied — Appeal Within 60 Days

Dear Aetna Member,

Your recent medical claim (Claim #AET-2024-8872913) for services provided on November 14 has been denied. The reason for denial is that the services were provided by an out-of-network provider without prior authorization.

Your out-of-pocket responsibility: $1,847.00

To appeal this decision: https://aetna-claim-appeal.com/file-appeal

You have 60 days from the date of this notice to file an appeal. Supporting documentation from your provider will strengthen your appeal.

Aetna Member Services","1"
"Subject: UnitedHealthcare: Enrollment Deadline — Act Now to Avoid Coverage Gap

Dear Member,

Your current UnitedHealthcare plan does not automatically renew. You must actively re-enroll before the deadline to maintain your health coverage without interruption.

Enrollment deadline: End of this month
Plan options available: Bronze, Silver, Gold, Platinum

Re-enroll now: https://uhc-enrollment-portal.com/re-enroll

If you miss the enrollment deadline, you will not have health coverage until the next open enrollment period, unless you qualify for a Special Enrollment Period.

UnitedHealthcare Enrollment Services","1"
"Subject: CVS Pharmacy: Your Prescription Is Ready — Verify Insurance to Pick Up

Dear CVS Customer,

Your prescription for Lisinopril 10mg (Qty: 90) is ready for pickup at your local CVS Pharmacy. However, we were unable to process your insurance for this order.

To avoid paying full price, please verify your insurance information:
https://cvs-pharmacy-insurance.com/verify

Alternatively, you can pick up your prescription and we will work with your insurance provider to process the reimbursement.

CVS Pharmacy Patient Services","1"
"Subject: Medicare Supplement: New Benefits Available — Enroll During Special Period

Dear Medicare Beneficiary,

As a Medicare beneficiary, you are eligible for additional coverage through a Medicare Supplement (Medigap) plan that can help cover costs not paid by Original Medicare, including copayments, coinsurance, and deductibles.

You are currently in a Special Enrollment Period that allows you to enroll without medical underwriting.

Explore your options: https://medicare-supplement-enroll.com/compare-plans

A licensed insurance agent will contact you within 24 hours of submitting your information.

Medicare Insurance Services","1"
"Subject: Lab Results: Abnormal Findings Require Immediate Follow-Up

Dear Patient,

Your recent lab results have been reviewed by your physician. One or more values are outside the normal range and require immediate follow-up.

To view your results and schedule a follow-up appointment:
https://patient-portal-results.com/view-results

Your secure patient portal contains detailed information about your results and your doctor's recommendations. Please review these results promptly.

Patient Care Coordination Team","1"
"Subject: Hospital Billing: Final Notice Before Collections — Pay Now

Dear Patient,

This is a final notice regarding your outstanding hospital balance of $2,183.00 from your visit on October 8. Despite previous notices, this balance has not been paid and is scheduled to be sent to a collections agency in 10 days.

Pay your balance to avoid collections: https://hospital-billing-pay.com/patient-portal

If you are unable to pay the full amount, we offer interest-free payment plans. A representative is available to help you set up a payment plan.

Hospital Billing Department","1"
"Subject: HealthSavings Account: Your HSA Funds Expire at Year End

Dear HSA Account Holder,

Your Health Savings Account (HSA) currently has a balance of $1,240.00. Unlike FSA funds, HSA funds generally roll over from year to year. However, your current HSA account is set up as a limited-purpose FSA and funds not used by December 31 will be forfeited.

Use your funds for eligible medical expenses: https://hsa-spend-portal.com/eligible-expenses

Common eligible expenses include dental care, vision care, and certain over-the-counter items.

HSA Administrator","1"
"Subject: Walgreens: Refill Reminder — Your Prescription Expires in 7 Days

Dear Walgreens Customer,

Your prescription for Metformin 500mg is due for a refill and will expire in 7 days. After expiration, you will need a new prescription from your doctor.

Refill your prescription now: https://walgreens-rx-refill.com/patient-account

You can also request a 90-day supply, which may save you money compared to monthly fills and reduce the frequency of trips to the pharmacy.

Walgreens Pharmacy","1"
"Subject: Healthcare.gov: Your Health Coverage Application Is Incomplete

Dear Applicant,

Your application for health coverage through the federal Health Insurance Marketplace is incomplete. Missing information is preventing your application from being processed.

Complete your application: https://healthcare-gov-application.com/finish

Missing information:
• Income verification documents
• Household size confirmation
• Proof of citizenship or immigration status

Applications must be complete before the enrollment deadline. Incomplete applications cannot be processed and you will not receive coverage.

Health Insurance Marketplace","1"
